nmax: 180
mag_col: K
best_cycle: 178
best_period: 0.5215106780032812
best_amp: 1.0354387581188553
best_score: 1.6271738987738655
median_amp_last: 1.03434006270545
median_period_last: 0.5210391004828381
max_amp_last: 1.0354387581188553
amp_last10_median: 1.034874285747411
amp_last10_range: 0.0008615593730683102
amp_slope_last10: 8.15355374547122e-05
vmax_cs_last: 7.880798134609067
amp_above_floor: True
