#ZONE  TEMP.           FRAC. RADIUS  ABS(dR/R)       PH(dR/R)        ABS(dT/T)       PH(dT/T)        ABS(dL/L)       PH(dL/L)        ABS(dE_T)       PH(dE_T)
150    0.200114E+07    0.519396E+00  0.33657629E-03 -0.77811587E-01  0.74252036E-02  0.30637912E+01  0.15246803E-01  0.30638337E+01  0.00000000E+00  0.00000000E+00
149    0.187841E+07    0.534982E+00  0.71232897E-03 -0.77810916E-01  0.94128239E-02  0.30637864E+01  0.23489489E-01  0.30638258E+01  0.00000000E+00  0.00000000E+00
148    0.176440E+07    0.550152E+00  0.11219414E-02 -0.77809653E-01  0.11464868E-01  0.30637803E+01  0.33226403E-01  0.30637739E+01  0.00000000E+00  0.00000000E+00
147    0.165855E+07    0.564904E+00  0.15579228E-02 -0.77810416E-01  0.13499996E-01  0.30637813E+01  0.43914357E-01  0.30637971E+01  0.00000000E+00  0.00000000E+00
146    0.156028E+07    0.579240E+00  0.20105755E-02 -0.77811582E-01  0.15418039E-01  0.30637781E+01  0.55469555E-01  0.30638240E+01  0.00000000E+00  0.00000000E+00
145    0.146916E+07    0.593165E+00  0.24680759E-02 -0.77812576E-01  0.17100476E-01  0.30637669E+01  0.74138448E+01 -0.77636536E-01  0.68066820E-11  0.44783243E+00
144    0.138472E+07    0.606686E+00  0.29165738E-02 -0.77815306E-01  0.18411974E-01  0.30637690E+01  0.61461177E+01 -0.77706969E-01  0.72895657E-11  0.44785230E+00
143    0.130636E+07    0.619810E+00  0.33403413E-02 -0.77818409E-01  0.19202881E-01  0.30637627E+01  0.49031679E+01 -0.77689916E-01  0.75561352E-11  0.44780691E+00
142    0.123361E+07    0.632546E+00  0.37220683E-02 -0.77821980E-01  0.19312723E-01  0.30637541E+01  0.37228036E+01 -0.77689873E-01  0.75389523E-11  0.44779373E+00
141    0.116611E+07    0.644904E+00  0.40432437E-02 -0.77826185E-01  0.18574678E-01  0.30637425E+01  0.26207213E+01 -0.77697631E-01  0.71671117E-11  0.44777735E+00
140    0.110350E+07    0.656896E+00  0.42845415E-02 -0.77831196E-01  0.16821044E-01  0.30637246E+01  0.16091740E+01 -0.77725902E-01  0.63693971E-11  0.44774951E+00
139    0.104537E+07    0.668532E+00  0.44262615E-02 -0.77837248E-01  0.13889603E-01  0.30636930E+01  0.70384222E+00 -0.77771749E-01  0.50769322E-11  0.44771151E+00
138    0.991337E+06    0.679825E+00  0.44488634E-02 -0.77844830E-01  0.96307743E-02  0.30636254E+01  0.84719190E-01  0.30651099E+01  0.32254067E-11  0.44761384E+00
137    0.941107E+06    0.690787E+00  0.43335484E-02 -0.77854562E-01  0.39154939E-02  0.30633195E+01  0.75474726E+00  0.30640526E+01  0.75857517E-12  0.44679324E+00
136    0.894455E+06    0.701431E+00  0.40628382E-02 -0.77867727E-01  0.33562107E-02 -0.77184906E-01  0.13037743E+01  0.30640011E+01  0.23644866E-11 -0.26934253E+01
135    0.851072E+06    0.711768E+00  0.36212079E-02 -0.77886836E-01  0.12246028E-01 -0.77617632E-01  0.17268568E+01  0.30639865E+01  0.61675667E-11 -0.26936321E+01
134    0.810599E+06    0.721810E+00  0.29958185E-02 -0.77917710E-01  0.22768095E-01 -0.77696774E-01  0.20233345E+01  0.30639767E+01  0.10655484E-10 -0.26936915E+01
133    0.772718E+06    0.731566E+00  0.21772710E-02 -0.77978152E-01  0.34879933E-01 -0.77731803E-01  0.21984766E+01  0.30639733E+01  0.15808313E-10 -0.26937234E+01
132    0.737133E+06    0.741044E+00  0.11603622E-02 -0.78160198E-01  0.48474057E-01 -0.77752664E-01  0.22655485E+01  0.30639707E+01  0.21581872E-10 -0.26937452E+01
131    0.703645E+06    0.750252E+00  0.55313879E-04  0.30717554E+01  0.63370440E-01 -0.77767550E-01  0.22333661E+01  0.30639711E+01  0.27897639E-10 -0.26937624E+01
130    0.672069E+06    0.759196E+00  0.14647743E-02  0.30641016E+01  0.79310325E-01 -0.77779360E-01  0.21160238E+01  0.30639731E+01  0.34643078E-10 -0.26937765E+01
129    0.642236E+06    0.767883E+00  0.30571680E-02  0.30639403E+01  0.95951553E-01 -0.77789567E-01  0.19273249E+01  0.30639784E+01  0.41670758E-10 -0.26937893E+01
128    0.614009E+06    0.776318E+00  0.48154230E-02  0.30638827E+01  0.11286547E+00 -0.77798944E-01  0.16844641E+01  0.30639852E+01  0.48795668E-10 -0.26938021E+01
127    0.587263E+06    0.784508E+00  0.67160324E-02  0.30638517E+01  0.12953574E+00 -0.77808172E-01  0.13999015E+01  0.30640004E+01  0.55798196E-10 -0.26938144E+01
126    0.561914E+06    0.792458E+00  0.87290711E-02  0.30638311E+01  0.14535860E+00 -0.77817478E-01  0.10772546E+01  0.30640275E+01  0.62417204E-10 -0.26938269E+01
125    0.537853E+06    0.800174E+00  0.10818150E-01  0.30638157E+01  0.15964620E+00 -0.77827379E-01  0.73866342E+00  0.30640830E+01  0.68356739E-10 -0.26938410E+01
124    0.514965E+06    0.807661E+00  0.12940558E-01  0.30638031E+01  0.17163207E+00 -0.77838328E-01  0.39894758E+00  0.30642447E+01  0.73288312E-10 -0.26938557E+01
123    0.493183E+06    0.814924E+00  0.15047779E-01  0.30637919E+01  0.18047806E+00 -0.77850695E-01  0.60963795E-01  0.30662128E+01  0.76847458E-10 -0.26938721E+01
122    0.472444E+06    0.821968E+00  0.17085987E-01  0.30637815E+01  0.18528403E+00 -0.77865378E-01  0.26223644E+00 -0.78252411E-01  0.78642280E-10 -0.26938920E+01
121    0.452679E+06    0.828798E+00  0.18996629E-01  0.30637714E+01  0.18509888E+00 -0.77883613E-01  0.55760806E+00 -0.77973693E-01  0.78258867E-10 -0.26939154E+01
120    0.433843E+06    0.835419E+00  0.20717230E-01  0.30637612E+01  0.17893219E+00 -0.77907241E-01  0.82405659E+00 -0.77897494E-01  0.75265056E-10 -0.26939448E+01
119    0.415894E+06    0.841837E+00  0.22182202E-01  0.30637505E+01  0.16576767E+00 -0.77940235E-01  0.10563499E+01 -0.77864791E-01  0.69218842E-10 -0.26939885E+01
118    0.398779E+06    0.848057E+00  0.23323643E-01  0.30637390E+01  0.14457808E+00 -0.77991460E-01  0.12403989E+01 -0.77852143E-01  0.59672209E-10 -0.26940577E+01
117    0.382449E+06    0.854083E+00  0.24072273E-01  0.30637263E+01  0.11434003E+00 -0.78083663E-01  0.13696462E+01 -0.77849405E-01  0.46173174E-10 -0.26941832E+01
116    0.366874E+06    0.859921E+00  0.24358413E-01  0.30637117E+01  0.74049285E-01 -0.78305842E-01  0.14431839E+01 -0.77852018E-01  0.28278259E-10 -0.26945183E+01
115    0.352029E+06    0.865576E+00  0.24112869E-01  0.30636946E+01  0.22737467E-01 -0.79684057E-01  0.14507917E+01 -0.77860984E-01  0.55688343E-11 -0.26980350E+01
114    0.337867E+06    0.871054E+00  0.23267815E-01  0.30636735E+01  0.40511523E-01  0.30649945E+01  0.13807015E+01 -0.77878483E-01  0.22359972E-10  0.44901897E+00
113    0.324344E+06    0.876360E+00  0.21757766E-01  0.30636463E+01  0.11654544E+00  0.30642652E+01  0.12264981E+01 -0.77906540E-01  0.55891036E-10  0.44836725E+00
112    0.311425E+06    0.881498E+00  0.19520475E-01  0.30636090E+01  0.20612835E+00  0.30640947E+01  0.97991299E+00 -0.77962881E-01  0.95363181E-10  0.44819248E+00
111    0.299073E+06    0.886473E+00  0.16497839E-01  0.30635524E+01  0.30992603E+00  0.30640202E+01  0.63540103E+00 -0.78080922E-01  0.14108075E-09  0.44812633E+00
110    0.287257E+06    0.891289E+00  0.12636709E-01  0.30634527E+01  0.42849240E+00  0.30639816E+01  0.17646826E+00 -0.79003940E-01  0.19329158E-09  0.44809902E+00
109    0.275945E+06    0.895951E+00  0.78896883E-02  0.30632145E+01  0.56225774E+00  0.30639598E+01  0.40098313E+00  0.30644738E+01  0.25217903E-09  0.44808025E+00
108    0.265100E+06    0.900463E+00  0.22160779E-02  0.30616544E+01  0.71152042E+00  0.30639471E+01  0.10866104E+01  0.30640740E+01  0.31788714E-09  0.44808230E+00
107    0.254687E+06    0.904829E+00  0.44174287E-02 -0.76714700E-01  0.87643759E+00  0.30639426E+01  0.18910780E+01  0.30639215E+01  0.39050591E-09  0.44813285E+00
106    0.244682E+06    0.909052E+00  0.12036210E-01 -0.77412124E-01  0.10570165E+01  0.30639490E+01  0.28628971E+01  0.30639282E+01  0.47003097E-09  0.44817407E+00
105    0.235053E+06    0.913136E+00  0.20656951E-01 -0.77590375E-01  0.12531168E+01  0.30639584E+01  0.39722122E+01  0.30640003E+01  0.55637264E-09  0.44814108E+00
104    0.225757E+06    0.917082E+00  0.30286366E-01 -0.77674627E-01  0.14644612E+01  0.30639636E+01  0.51257682E+01  0.30639022E+01  0.64943438E-09  0.44819905E+00
