                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "d9e66b3b"                               "gfortran"                                 "13.3.0"                   "x86_64-linux-25.12.1"                                 "CRMATH"                               "20260108"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                                    1680                                     1575                  1.0602894723075300E+009                  3.8241913266957343E+011                  4.0834356450882874E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999874908995545E-001                  1.6812456283628238E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999898992385805E-001                  1.6812456283628238E-001                  7.4214657807327944E-002                  2.3974283276640973E-002                  2.4468456442302435E+000                 -6.8152099309142988E+000                 -7.4797272440148799E+000                  2.4468456445192088E+000                 -1.0602578968563552E+000                  2.4467105153017843E+000                 -6.8152099309142988E+000                  6.5084432787361291E+032                  6.5111783606212482E+032                  6.5396695931270051E+032                  6.5576397854882640E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2790959732456693E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0333466489244511E+004                  4.1554031314013191E+003                  3.6186131627170783E+000                  2.4495786857994748E+000                  1.5102161783300772E+000                  2.2523619482225771E+012                  1.2352638181687727E+001                  1.7186652663069599E+000                  0.0000000000000000E+000                  7.7735471387057817E+000                  5.5444403887317959E+000                  2.1732840735365254E+001                  2.1732840735365254E+001                  5.5444403887317959E+000                  7.7735471387057817E+000                  1.3398559067828002E+000                  5.0000000000000000E-001                  4.0592831793829696E+000                  0.0000000000000000E+000                  9.8051634663100562E-001                  1.0934324095269672E-004                  7.9963644644484230E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1556354840986298E+000                  8.0372558241369862E-001                  1.2577297668806235E+005                                        0                                        5 
                                    1690                                     1576                  1.0603829318853736E+009                  3.1371269722328278E+011                  3.9974281296246690E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6829055428791431E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6829055428791431E-001                  7.4214657807327888E-002                  2.3974283276640918E-002                  2.4506848781045689E+000                 -6.7995369627821933E+000                 -7.4685409239681153E+000                  2.4506848784009732E+000                 -1.0586198750814728E+000                  2.4505504324471219E+000                 -6.7995369627821933E+000                  6.5160592868813224E+032                  6.5188227815735200E+032                  6.5471996893876898E+032                  6.5651652406901639E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2829732414485324E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0172795825639236E+004                  4.1521697038586044E+003                  3.6182750953084164E+000                  2.4536650675196539E+000                  1.5129355040074919E+000                  2.2665093102202871E+012                  1.2355357507365142E+001                  1.7132266149521302E+000                  0.0000000000000000E+000                  7.7738161217451651E+000                  5.5459013067261811E+000                  2.1735122857028671E+001                  2.1735122857028671E+001                  5.5459013067261811E+000                  7.7738161217451651E+000                  1.3398559068025238E+000                  5.0000000000000011E-001                  4.0592831795640061E+000                  0.0000000000000000E+000                  9.8051634657012365E-001                  1.0934323906359389E-004                  7.9963645675140661E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1553710434570359E+000                  8.0399043837193152E-001                  2.2489541328912345E+005                                        0                                        5 
                                    1700                                     1581                  1.0604740669296708E+009                  2.8135193401233038E+011                  3.9501459377539794E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6845761452804772E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6845761452804772E-001                  7.4214657807326834E-002                  2.3974283276639863E-002                  2.4543685730577853E+000                 -6.7839712644647499E+000                 -7.4574351660559230E+000                  2.4543685733618612E+000                 -1.0566147177818606E+000                  2.4542346461066380E+000                 -6.7839712644647499E+000                  6.5235751416300921E+032                  6.5263315753942789E+032                  6.5546592831970437E+032                  6.5725505417932697E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2866957364068261E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0025085390027079E+004                  4.1493580341854058E+003                  3.6179809102597775E+000                  2.4575076524906030E+000                  1.5154451665902431E+000                  2.2796447303289502E+012                  1.2357867169947893E+001                  1.7082072897866283E+000                  0.0000000000000000E+000                  7.7740851809439562E+000                  5.5473361717941216E+000                  2.1737364807547564E+001                  2.1737364807547564E+001                  5.5473361717941216E+000                  7.7740851809439562E+000                  1.3398559068222491E+000                  5.0000000000000000E-001                  4.0592831797450577E+000                  0.0000000000000000E+000                  9.8051634650914743E-001                  1.0934323847511176E-004                  7.9963646699996642E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1551108438398121E+000                  8.0425104692860061E-001                  2.8483310090901545E+005                                        0                                        5 
                                    1710                                     1586                  1.0605637146268950E+009                  2.6488350203065421E+011                  3.9239509425137165E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6862469398103250E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999920435452683E-001                  1.6862469398103250E-001                  7.4214657807326279E-002                  2.3974283276639308E-002                  2.4580288138482791E+000                 -6.7684284584045651E+000                 -7.4463440824441873E+000                  2.4580288141602318E+000                 -1.0540302726925903E+000                  2.4578952182894889E+000                 -6.7684284584045651E+000                  6.5311020156352316E+032                  6.5337929348345619E+032                  6.5620295925866890E+032                  6.5799016027552622E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2904479954506283E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8824390190362719E+003                  4.1463046242225591E+003                  3.6176612060450952E+000                  2.4612306717519825E+000                  1.5179460846502975E+000                  2.2928101097710171E+012                  1.2360368088007947E+001                  1.7032054536665191E+000                  0.0000000000000000E+000                  7.7743554168683220E+000                  5.5487560192849061E+000                  2.1739583717563313E+001                  2.1739583717563313E+001                  5.5487560192849061E+000                  7.7743554168683220E+000                  1.3398559068421483E+000                  5.0000000000000011E-001                  4.0592831799277080E+000                  0.0000000000000000E+000                  9.8051634644754360E-001                  1.0934323916872768E-004                  7.9963647727956109E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1548525942272279E+000                  8.0450970246110454E-001                  9.8809011651566034E+004                                        0                                        5 
                                    1720                                     1574                  1.0606521080372252E+009                  2.5555855004436304E+011                  3.9083864483370028E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6879015431715222E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6879015431715222E-001                  7.4214657807325890E-002                  2.3974283276638919E-002                  2.4617319906033650E+000                 -6.7528823038251327E+000                 -7.4352506865960715E+000                  2.4617319909233744E+000                 -1.0516079399961817E+000                  2.4615987885314996E+000                 -6.7528823038251327E+000                  6.5385622068509081E+032                  6.5412558905965804E+032                  6.5694073226090293E+032                  6.5872099372455063E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2942265461032794E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.7431049702770761E+003                  4.1434209838022871E+003                  3.6173590611413800E+000                  2.4649389862612452E+000                  1.5204045317123596E+000                  2.3058260168989980E+012                  1.2362826535070008E+001                  1.6982885595423951E+000                  0.0000000000000000E+000                  7.7746271991715608E+000                  5.5501640481169643E+000                  2.1741784557381248E+001                  2.1741784557381248E+001                  5.5501640481169643E+000                  7.7746271991715608E+000                  1.3398559068622735E+000                  5.0000000000000000E-001                  4.0592831801124314E+000                  0.0000000000000000E+000                  9.8051634638515206E-001                  1.0934324114708093E-004                  7.9963648761506394E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1545956916048543E+000                  8.0476700904587395E-001                  2.6517863890229352E+005                                        0                                        5 
                                    1730                                     1578                  1.0607392088485185E+009                  2.5045682590391180E+011                  3.8996289052829134E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999857091553623E-001                  1.6895640916593696E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999857091553623E-001                  1.6895640916593696E-001                  7.4214657807326084E-002                  2.3974283276639113E-002                  2.4654448641460163E+000                 -6.7373479128670146E+000                 -7.4241660491974608E+000                  2.4654448644742790E+000                 -1.0500753320030536E+000                  2.4653123292075039E+000                 -6.7373479128670146E+000                  6.5459586306362812E+032                  6.5486511949903693E+032                  6.5767186071624151E+032                  6.5944961804632230E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2979024106610078E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6064764799380810E+003                  4.1405477551322547E+003                  3.6170577979555802E+000                  2.4686261405418866E+000                  1.5228506352242803E+000                  2.3188499057365200E+012                  1.2365272638581930E+001                  1.6933963525185536E+000                  0.0000000000000000E+000                  7.7749002103442786E+000                  5.5515593714086711E+000                  2.1743965922527263E+001                  2.1743965922527263E+001                  5.5515593714086711E+000                  7.7749002103442786E+000                  1.3398559068826157E+000                  5.0000000000000011E-001                  4.0592831802991487E+000                  0.0000000000000000E+000                  9.8051634632199947E-001                  1.0934324443097413E-004                  7.9963649800039054E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1543403148548430E+000                  8.0502278747288403E-001                  1.6354341125110979E+005                                        0                                        5 
                                    1740                                     1575                  1.0608252586414518E+009                  2.4925943086118970E+011                  3.8975476319686377E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999857091553623E-001                  1.6911663671780916E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999857091553623E-001                  1.6911663671780916E-001                  7.4214657807325668E-002                  2.3974283276638697E-002                  2.4693345049501318E+000                 -6.7218405654857998E+000                 -7.4130958360492221E+000                  2.4693345052867102E+000                 -1.0496436651194549E+000                  2.4692030212608409E+000                 -6.7218405654857998E+000                  6.5533247014479720E+032                  6.5560015109107598E+032                  6.5840196873840831E+032                  6.6016822313365780E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3016254016874214E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4626139496636006E+003                  4.1374221618598040E+003                  3.6167298363927771E+000                  2.4725575260790711E+000                  1.5254722511184788E+000                  2.3328899622537822E+012                  1.2367894254476129E+001                  1.6881531207301563E+000                  0.0000000000000000E+000                  7.7751738426391750E+000                  5.5529437209457342E+000                  2.1746130411960426E+001                  2.1746130411960426E+001                  5.5529437209457342E+000                  7.7751738426391750E+000                  1.3398559069032345E+000                  5.0000000000000011E-001                  4.0592831804884035E+000                  0.0000000000000000E+000                  9.8051634625789907E-001                  1.0934324903784001E-004                  7.9963650846375390E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1540858042746975E+000                  8.0527769821538953E-001                  9.9547898426072308E+004                                        0                                        5 
                                    1750                                     1584                  1.0609101042311722E+009                  2.4315260816622662E+011                  3.8867749652854502E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999857091553623E-001                  1.6928093694138777E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999857091553623E-001                  1.6928093694138777E-001                  7.4214657807325196E-002                  2.3974283276638225E-002                  2.4729593004280264E+000                 -6.7062911762373103E+000                 -7.4019998071257831E+000                  2.4729593007733772E+000                 -1.0479190587459930E+000                  2.4728283908553323E+000                 -6.7062911762373103E+000                  6.5606656771764879E+032                  6.5633466225495818E+032                  6.5912520688226625E+032                  6.6088653601217413E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3052576122530919E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.3331069292298798E+003                  4.1346236435920828E+003                  3.6164359837918294E+000                  2.4761556431397982E+000                  1.5278590148507372E+000                  2.3457461824293149E+012                  1.2370281018208386E+001                  1.6833795932656399E+000                  0.0000000000000000E+000                  7.7754498626240727E+000                  5.5543182503729200E+000                  2.1748280001732532E+001                  2.1748280001732532E+001                  5.5543182503729200E+000                  7.7754498626240727E+000                  1.3398559069240932E+000                  4.9999999999999994E-001                  4.0592831806798548E+000                  0.0000000000000000E+000                  9.8051634619296557E-001                  1.0934325499475651E-004                  7.9963651898489884E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1538326734768740E+000                  8.0553122722971704E-001                  2.1692716158284960E+005                                        0                                        5 
                                    1760                                     1566                  1.0609938228363566E+009                  2.3926414532037497E+011                  3.8797736556561744E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999849056209089E-001                  1.6944306002047962E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999849056209089E-001                  1.6944306002047962E-001                  7.4214657807324502E-002                  2.3974283276637531E-002                  2.4766089942639478E+000                 -6.6907451386219119E+000                 -7.3909032337951075E+000                  2.4766089946182821E+000                 -1.0466202232592328E+000                  2.4764787915030020E+000                 -6.6907451386219119E+000                  6.5680051702522810E+032                  6.5706415532937048E+032                  6.5984996817626502E+032                  6.6160312800680300E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3089314925384350E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2040600298741138E+003                  4.1318696210548906E+003                  3.6161466091327328E+000                  2.4798010096204464E+000                  1.5302604474092543E+000                  2.3587529197940288E+012                  1.2372682450766904E+001                  1.6785767281486057E+000                  0.0000000000000000E+000                  7.7757271279370128E+000                  5.5556820289240312E+000                  2.1750413126869148E+001                  2.1750413126869148E+001                  5.5556820289240312E+000                  7.7757271279370128E+000                  1.3398559069452147E+000                  4.9999999999999994E-001                  4.0592831808737246E+000                  0.0000000000000000E+000                  9.8051634612712513E-001                  1.0934326227906895E-004                  7.9963652957290587E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1535807487055192E+000                  8.0578354828437437E-001                  4.1868747287599189E+005                                        0                                        5 
                                    1770                                     1576                  1.0610765447098688E+009                  2.3568799425774731E+011                  3.8732334934178474E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999849056209089E-001                  1.6960585165326889E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999866000274584E-001                  1.6960585165326889E-001                  7.4214657807324558E-002                  2.3974283276637587E-002                  2.4802888726803518E+000                 -6.6751872402665846E+000                 -7.3798030659153868E+000                  2.4802888730438930E+000                 -1.0453452920204667E+000                  2.4801593890441773E+000                 -6.6751872402665846E+000                  6.5752792448727819E+032                  6.5779344470900741E+032                  6.6057119355904772E+032                  6.6231512792584615E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3125924750534147E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0767404370968434E+003                  4.1291077201184162E+003                  3.6158562128923299E+000                  2.4834468320969409E+000                  1.5326641511283079E+000                  2.3718441807822017E+012                  1.2375086154485956E+001                  1.6737693207104984E+000                  0.0000000000000000E+000                  7.7760058572539563E+000                  5.5570368694738743E+000                  2.1752532604748239E+001                  2.1752532604748239E+001                  5.5570368694738743E+000                  7.7760058572539563E+000                  1.3398559069666347E+000                  5.0000000000000000E-001                  4.0592831810703327E+000                  0.0000000000000000E+000                  9.8051634606026694E-001                  1.0934327093088982E-004                  7.9963654024346124E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1533296837792564E+000                  8.0603500824058016E-001                  6.6964456170971331E+004                                        0                                        5 
                                    1780                                     1590                  1.0611583465863318E+009                  2.3354774783884634E+011                  3.8692717165450929E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999849056209089E-001                  1.6976737103451078E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999849056209089E-001                  1.6976737103451078E-001                  7.4214657807324558E-002                  2.3974283276637587E-002                  2.4839807960191678E+000                 -6.6596084497836356E+000                 -7.3686811610201968E+000                  2.4839807963921676E+000                 -1.0444326513253364E+000                  2.4838521384945942E+000                 -6.6596084497836356E+000                  6.5825252300876067E+032                  6.5851549801246803E+032                  6.6128633890982023E+032                  6.6302591970596889E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3162018664868925E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9497875704225971E+003                  4.1262163050234103E+003                  3.6155519908731391E+000                  2.4871193288554840E+000                  1.5351088435459614E+000                  2.3852332068874224E+012                  1.2377530846903610E+001                  1.6688799358751913E+000                  0.0000000000000000E+000                  7.7762861808137922E+000                  5.5583838524524394E+000                  2.1754640113899871E+001                  2.1754640113899871E+001                  5.5583838524524394E+000                  7.7762861808137922E+000                  1.3398559069883778E+000                  4.9999999999999994E-001                  4.0592831812699064E+000                  0.0000000000000000E+000                  9.8051634599231186E-001                  1.0934328097938650E-004                  7.9963655100649179E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1530792866362176E+000                  8.0628579941599410E-001                  1.4462324501693647E+005                                        0                                        5 
                                    1790                                     1575                  1.0612391622170306E+009                  2.3063093117281754E+011                  3.8638135853826925E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999845724599712E-001                  1.6992736306492542E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999898992385805E-001                  1.6992736306492542E-001                  7.4214657807324669E-002                  2.3974283276637698E-002                  2.4876715504713061E+000                 -6.6440468641150545E+000                 -7.3575720151187065E+000                  2.4876715508540030E+000                 -1.0435406037817925E+000                  2.4875437195052679E+000                 -6.6440468641150545E+000                  6.5897817520421876E+032                  6.5923564081354404E+032                  6.6199824953013587E+032                  6.6373332797252503E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3197943916052547E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8235923443733791E+003                  4.1233433813805941E+003                  3.6152495032294651E+000                  2.4908275399557067E+000                  1.5375679243834197E+000                  2.3987772853720039E+012                  1.2379989927741068E+001                  1.6639617742002746E+000                  0.0000000000000000E+000                  7.7765672727272879E+000                  5.5597209645766927E+000                  2.1756732457519568E+001                  2.1756732457519568E+001                  5.5597209645766927E+000                  7.7765672727272879E+000                  1.3398559070104317E+000                  5.0000000000000000E-001                  4.0592831814723329E+000                  0.0000000000000000E+000                  9.8051634592329839E-001                  1.0934329244110119E-004                  7.9963656185330341E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1528297956337490E+000                  8.0653568290000244E-001                  2.8619272258468816E+005                                        0                                        5 
                                    1800                                     1576                  1.0613189787067517E+009                  2.2748686260689551E+011                  3.8578523540746055E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999845724599712E-001                  1.7008778584909834E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999845724599712E-001                  1.7008778584909834E-001                  7.4214657807324808E-002                  2.3974283276637837E-002                  2.4912921169828688E+000                 -6.6284544032981794E+000                 -7.3464383755262421E+000                  2.4912921173756111E+000                 -1.0422943160365243E+000                  2.4911649830612239E+000                 -6.6284544032981794E+000                  6.5969538203324704E+032                  6.5995661518188696E+032                  6.6271347582295012E+032                  6.6443993639441892E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3233789796341512E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7026902973291089E+003                  4.1206114900694802E+003                  3.6149616692023492E+000                  2.4944383656888336E+000                  1.5399490053042164E+000                  2.4119650399365688E+012                  1.2382371008661865E+001                  1.6591996123586814E+000                  0.0000000000000000E+000                  7.7768502666135300E+000                  5.5610498935062660E+000                  2.1758812362673613E+001                  2.1758812362673613E+001                  5.5610498935062660E+000                  7.7768502666135300E+000                  1.3398559070327951E+000                  4.9999999999999994E-001                  4.0592831816776007E+000                  0.0000000000000000E+000                  9.8051634585322689E-001                  1.0934330533579589E-004                  7.9963657278133674E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1525813159899216E+000                  8.0678455362118073E-001                  1.2464582615867683E+005                                        0                                        5 
                                    1810                                     1570                  1.0613978520313183E+009                  2.2474150543079523E+011                  3.8525793185736523E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999837633548361E-001                  1.7024722621160102E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999837633548361E-001                  1.7024722621160102E-001                  7.4214657807324808E-002                  2.3974283276637837E-002                  2.4949006617511600E+000                 -6.6128647137044290E+000                 -7.3353088648612976E+000                  2.4949006621542247E+000                 -1.0409311934624348E+000                  2.4947741835460819E+000                 -6.6128647137044290E+000                  6.6041122785070147E+032                  6.6067156904804616E+032                  6.6342043267033754E+032                  6.6514184552262298E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3270042452465404E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5827403872952345E+003                  4.1177357088325525E+003                  3.6146584685862710E+000                  2.4980524665165857E+000                  1.5423624569502485E+000                  2.4254060709782461E+012                  1.2384784460307898E+001                  1.6543727090666172E+000                  0.0000000000000000E+000                  7.7771343157934307E+000                  5.5623699365527495E+000                  2.1760878650392861E+001                  2.1760878650392861E+001                  5.5623699365527495E+000                  7.7771343157934307E+000                  1.3398559070554892E+000                  5.0000000000000000E-001                  4.0592831818859070E+000                  0.0000000000000000E+000                  9.8051634578203162E-001                  1.0934331967595774E-004                  7.9963658379818465E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1523337095600124E+000                  8.0703254975873151E-001                  9.4517121861682375E+004                                        0                                        5 
                                    1820                                     1578                  1.0614772304127467E+009                  2.6723715267677127E+011                  3.9277928687574213E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999837633548361E-001                  1.7040610356036001E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999837633548361E-001                  1.7040610356036001E-001                  7.4214657807324946E-002                  2.3974283276637975E-002                  2.4988813114153237E+000                 -6.5970276916870407E+000                 -7.3240001683868536E+000                  2.4988813118288595E+000                 -1.0408300824979348E+000                  2.4987559581669898E+000                 -6.5970276916870407E+000                  6.6113491668119625E+032                  6.6139373287268892E+032                  6.6413862312684327E+032                  6.6585066261470598E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3305789119136076E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.4574261384892798E+003                  4.1146657951833113E+003                  3.6143345663521695E+000                  2.5018791051681748E+000                  1.5449235807442459E+000                  2.4397514461638584E+012                  1.2387345584101896E+001                  1.6492504614786225E+000                  0.0000000000000000E+000                  7.7774237985803660E+000                  5.5637039898632183E+000                  2.1762967097266142E+001                  2.1762967097266142E+001                  5.5637039898632183E+000                  7.7774237985803660E+000                  1.3398559070789533E+000                  4.9999999999999994E-001                  4.0592831821012734E+000                  0.0000000000000000E+000                  9.8051634570833268E-001                  1.0934333579923235E-004                  7.9963659511198947E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1520824113077264E+000                  8.0728424352963879E-001                  2.5084144634359746E+005                                        0                                        5 
                                    1830                                     1593                  1.0615528453404846E+009                  2.2000185503814774E+011                  3.8433223756889547E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999837633548361E-001                  1.7056568918857870E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999837633548361E-001                  1.7056568918857870E-001                  7.4214657807324780E-002                  2.3974283276637809E-002                  2.5021094540866731E+000                 -6.5816616664987286E+000                 -7.3130312680094924E+000                  2.5021094545112530E+000                 -1.0388677994821311E+000                  2.5019844657322023E+000                 -6.5816616664987286E+000                  6.6184066230451821E+032                  6.6209533373280305E+032                  6.6483357739264934E+032                  6.6653898800301212E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3341116608269356E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3498167204566125E+003                  4.1121141462611431E+003                  3.6140651615327686E+000                  2.5052274126554956E+000                  1.5471365441267073E+000                  2.4522150160184829E+012                  1.2389558547484356E+001                  1.6448245347136994E+000                  0.0000000000000000E+000                  7.7777062383621720E+000                  5.5649853476885012E+000                  2.1764973499093820E+001                  2.1764973499093820E+001                  5.5649853476885012E+000                  7.7777062383621720E+000                  1.3398559071019094E+000                  5.0000000000000000E-001                  4.0592831823119848E+000                  2.6729213177092561E-043                  9.8051634563614021E-001                  1.0934335281398252E-004                  7.9963660610735403E-004                  2.8134187142597731E-003                  9.3788905306708137E-003                  1.1518410827146788E+000                  8.0752595211238731E-001                  3.8831195700528746E+005                                        0                                        5 
